image,species,individual_id,box
0038d3be2513c0.jpg,blue_whale,6348a7ef0d99,35 22 2439 350
0039599b58fc80.jpg,bottlenose_dolphin,e69d5f9f8d1e,259 940 1991 1368
00398cfc6f6675.jpg,beluga,90c9eaca0927,
0039955230421d.jpg,beluga,5ca799f80b5e,
003ab41b6147f4.jpg,beluga,92ff817f9805,
003e374b59c0e1.jpg,dusky_dolphin,456bb79da64c,0 27 446 451
003ffd805a5910.jpg,melon_headed_whale,2842789d601d,0 28 603 463
00405189464f9d.jpg,humpback_whale,cab2ce1793f2,119 203 977 391
004132b34ded14.jpg,humpback_whale,3e025417eb83,516 923 3183 1410
0042dfc65c7987.jpg,beluga,fcc405e10c09,125 177 1927 619
0044ec4ae5ecfd.jpg,killer_whale,e6388e8a7f58,
0044fb81b4f1c7.jpg,humpback_whale,ede6a5ed0100,260 276 945 566
0046ceef89b3fc.jpg,minke_whale,37c7aba965a5,1508 1130 2079 1254
004797c1c43563.jpg,false_killer_whale,07a477b6a091,
0049b56a584eb1.jpg,bottlenose_dolphin,e69d5f9f8d1e,893 937 2027 1441
004a0038d162d9.jpg,beluga,f9e081dac2f2,752 650 1431 782
004a7fef39cf16.jpg,humpback_whale,471ee7717ce7,456 527 1801 735
004a923b0b401e.jpg,minke_whale,ce6e37904aa4,1295 396 1902 703
004efe00a3e100.jpg,blue_whale,dc27b43c825e,18 62 1835 392
005135ee15df6c.jpg,bottlenose_dolphin,345b6233994f,0 296 3456 2304
005248b53efb3c.jpg,humpback_whale,f38dcf315fde,240 898 3276 1570
0053d003390997.jpg,gray_whale,fdcf5957ae47,532 744 2884 1063
00549928dca501.jpg,humpback_whale,032fd951a415,605 817 2888 1407
005a9cc627a55d.jpg,long_finned_pilot_whale,82aee03bc09b,
005b72434149fa.jpg,dusky_dolphin,2fad69faf2a4,0 24 836 1085
005e317de9a658.jpg,blue_whale,99be972e093d,
005e53b1b6aada.jpg,minke_whale,37c7aba965a5,1801 1138 2537 1273
005f85f23464f8.jpg,humpback_whale,0b180ad0afa2,1731 918 2729 1229
006033d6691cef.jpg,blue_whale,2f2a8d23f37d,
006077a8e080fa.jpg,humpback_whale,299dd7c209df,
00621ef445e09f.jpg,bottlenose_dolphin,f195c38bcf17,316 738 1910 1186
00647f8ff9f243.jpg,sei_whale,fb492f141125,15 229 1357 686
00665aba3c163b.jpg,humpback_whale,be05e480ae65,2477 788 3046 987
0067205f90977d.jpg,melon_headed_whale,e50fcf9eefa8,
006b2548d360a6.jpg,beluga,06ef73efe924,394 104 2096 464
006cc681396f71.jpg,sei_whale,2f5a62b26ef2,1 100 3599 1178
006f1f7c9ea3c2.jpg,bottlenose_dolphin,812be36c2aef,1361 780 2846 1187
006fc52f81ab7d.jpg,bottlenose_dolphin,73e13d5e4ada,475 769 2811 1584
007003e07cb9fd.jpg,humpback_whale,6669f6bcfef6,192 1100 2525 1577
007097146016e6.jpg,spinner_dolphin,453039468cbf,
0070b4e405cd8d.jpg,bottlenose_dolphin,9f3613b5c45b,951 916 2053 1293
0074ad8c5e4a13.jpg,bottlenose_dolphin,cc0e0b020a90,1512 684 3314 1234
00756614506440.jpg,blue_whale,51d8eb322bbd,
0076826dae9092.jpg,blue_whale,9ef7e5421462,
007784cb6d6631.jpg,melon_headed_whale,61d80f453ccf,0 92 292 250
0079009e883e38.jpg,false_killer_whale,19c2bfaa0819,11 126 1833 738
00790eab417e06.jpg,beluga,1c75e49514cf,
007991a750a4f2.jpg,bottlenose_dolpin,356b1b0ece97,0 43 541 406
007b91c88a2da3.jpg,bottlenose_dolphin,30ca1c6cb592,1268 742 2871 1304
0081186855e29a.jpg,beluga,7593d2aee842,
00813a03e678c3.jpg,bottlenose_dolphin,15d96d5d42c2,1375 674 2125 1104
00835b2e9aa162.jpg,gray_whale,432f64decd00,
0086e36dfb15fd.jpg,humpback_whale,9940775556b7,
008705d384b02a.jpg,killer_whale,fe8052dcc19e,148 431 2719 1509
00870a2b4f5f60.jpg,cuviers_beaked_whale,9bb396533ccc,1218 1114 2653 1348
008b4760ade506.jpg,melon_headed_whale,ee6ef8e3cc0c,1492 1208 1990 1452
008bb028b196d8.jpg,blue_whale,4da7ad05c03d,
008c5d3fc215ac.jpg,humpback_whale,22404199917d,
008dd551cef1d8.jpg,bottlenose_dolphin,6398f8680938,340 475 2457 1355
008f60577b4f60.jpg,spinner_dolphin,0d11516e7fbe,71 258 1027 637
00931cfd50f2b0.jpg,killer_whale,e702dc246ecd,9 140 2661 1706
009379360f0987.jpg,fin_whale,b6a0a552e43c,538 606 2816 1750
00958b624f455c.jpg,beluga,3a608b68bde4,
009642068626f9.jpg,spotted_dolphin,bc05e97f4fea,0 87 796 555
00967c436ea86f.jpg,beluga,5ac053677ed1,
009a307f9f483c.jpg,spinner_dolphin,49e75f3dfbec,15 30 2741 1035
009b6593ccc800.jpg,minke_whale,4d18b20adff3,
009c968192535f.jpg,gray_whale,613d4dd25716,179 732 2588 1135
009d3abcd8d794.jpg,blue_whale,2787592f8e61,
009e1a16460b26.jpg,beluga,3a608b68bde4,
00a198105cdc24.jpg,humpback_whale,da611bc6c389,59 52 1467 1096
00a3449831cb17.jpg,dusky_dolphin,e04885cf2a1e,
00a4745e7218c4.jpg,bottlenose_dolpin,3b5cd491b73f,2 102 975 676
00a5f0c7e639ce.jpg,blue_whale,f23863acde5a,
00aa710486d3b5.jpg,bottlenose_dolphin,6398f8680938,934 482 2103 1180
00ab71e582117c.jpg,spinner_dolphin,c9d65b1a3b8e,
00ac4935ad83b4.jpg,humpback_whale,152d41d8f0a6,23 47 1230 520
00afe60388a560.jpg,killer_whale,1138a9024ee5,1247 1312 2314 1615
00afe7b25dc241.jpg,humpback_whale,136214790115,134 356 1162 475
00b0f5aa111833.jpg,dusky_dolphin,5015b9e45c33,0 39 320 343
00b3bf2c51d511.jpg,false_killer_whale,4b9bc905af99,9 313 1839 891
00b71c50bb2be4.jpg,beluga,db73c9938adb,
00b773df4a863d.jpg,humpback_whale,be3543fc7c74,1824 1193 2074 1296
00b7e608440f77.jpg,bottlenose_dolphin,812be36c2aef,338 554 2390 1320
00bd3260725f0c.jpg,dusky_dolphin,381ad3515ef3,0 70 952 878
00be328933f508.jpg,blue_whale,30c6cff9ac82,
00bf58d0f7b4c1.jpg,beluga,e5cffdb1b51d,
00c0135a96f085.jpg,spinner_dolphin,0e06d1b6ed03,124 127 3600 1648
00c021e7dc6da2.jpg,fin_whale,43a1413b3da1,
00c0bf276875e0.jpg,false_killer_whale,7a890f4d5842,1 125 682 561
00c4c5832c0c78.jpg,bottlenose_dolphin,f4d76609b0af,8 112 1503 1042
00cb904cf19b86.jpg,bottlenose_dolphin,5f48c2296a0e,1098 739 3338 2321
00ce336ef6b8b5.jpg,humpback_whale,35f898e6595e,1648 1417 2004 1518
00cf2ccfae0f7e.jpg,dusky_dolphin,0a1b55308c62,0 56 1441 1359
00cf7a68a89a6d.jpg,humpback_whale,c9ab1ba25eb8,709 943 2128 1274
00d0927689a7a2.jpg,humpback_whale,6a6fa3ec3810,1607 960 2243 1137
00d0f38d99c221.jpg,bottlenose_dolphin,4b8534134eb8,1130 1294 1803 1653
00d113413a1d49.jpg,beluga,7a8863eb9227,
00d57842379951.jpg,blue_whale,a3d1f5d2fb22,
00d6a347b07263.jpg,spinner_dolphin,365c8c1b1840,252 75 655 471
00db5ec9e46a3d.jpg,globis,f66a485c89f7,3 253 1450 809
00de478885ca7c.jpg,melon_headed_whale,992145e63e59,585 323 2452 1085
00e130666ba6e6.jpg,humpback_whale,938b7e931166,1484 1380 2374 1559
00e3258f41806c.jpg,bottlenose_dolphin,735496dc7e64,1536 846 2124 1027
00e4b6642f7f5a.jpg,false_killer_whale,ea6eccb47a48,0 144 1543 951
00e67227918b41.jpg,bottlenose_dolphin,6bf9810d3632,251 858 1894 1162
00e6b936f02c6e.jpg,blue_whale,fc7685b5bd05,
00e828b22fe365.jpg,beluga,a0426f94bee5,
00e82b4e0691e1.jpg,bottlenose_dolphin,0e4660baf3f1,1490 613 2641 1014
00e9136ab88016.jpg,killer_whale,27f53391fdcc,749 341 3097 1618
00eb3441343226.jpg,beluga,5185e90ddcb1,
00eb689c10db84.jpg,brydes_whale,a5fa185061f0,2 594 2236 997
00eb80dafb4fda.jpg,beluga,823584047470,
00eea1a5b9d8bc.jpg,spinner_dolphin,1a795ba08d48,7 13 713 311
00efc65d9f69ee.jpg,humpback_whale,5da95809a5a3,531 387 968 496
00f0f055d749fa.jpg,bottlenose_dolphin,208b91b1ca2b,309 586 2552 1370
00f266025063e7.jpg,bottlenose_dolphin,a48bdc9f7fd9,973 881 2204 1661
00f286edc2e6bb.jpg,humpback_whale,7362d7a01d00,1016 1136 2672 1395
00f32804ed5fb3.jpg,false_killer_whale,2280b5fcc6c2,
00f3e4528e819e.jpg,fin_whale,180c0ab04dcd,4 227 998 474
00f45997b905c3.jpg,dusky_dolphin,2d23242622cd,
00f5b73aa72279.jpg,humpback_whale,bba489ffa50e,784 639 2021 1654
00f6d88f12dcf8.jpg,humpback_whale,8497e07df745,1253 1211 1873 1302
00f7ab6adcb2dd.jpg,bottlenose_dolphin,c90e0c2c6623,141 117 3548 1731
00f9b3f53e440e.jpg,commersons_dolphin,21833976de5f,0 712 298 869
00f9c62840d4d0.jpg,commersons_dolphin,317b3a905ce4,10 87 527 350
00fa44f35d843b.jpg,humpback_whale,aa0e4acb6a29,174 68 1404 1060
00fa57e4793b90.jpg,humpback_whale,10e758eb503a,1225 1659 1885 1752
00fa70fb2c3673.jpg,humpback_whale,a19b3b964ac1,0 60 1324 225
00fb7dd2e41765.jpg,bottlenose_dolphin,02da0e68dccd,1678 709 2731 1161
00fd2ba8c057e3.jpg,bottlenose_dolphin,7053d3c812b5,1027 1039 2364 1267
00fdcc59386b20.jpg,bottlenose_dolphin,b11b2404c7e3,302 767 3097 2068
00fe0f599a58cd.jpg,dusky_dolphin,cd9097fd2097,
01007d63ca94b1.jpg,common_dolphin,d05b5f372c0b,103 192 1795 1189
010134d3eeb07e.jpg,pilot_whale,cf9f94464b9b,68 188 1573 1687
0103735160dd47.jpg,fin_whale,aaadebb37be1,1096 1069 2716 1366
0104ac335f66f9.jpg,southern_right_whale,98336401fb38,
0104c0fd90132f.jpg,dusky_dolphin,dc20a069583b,0 20 387 317
0106d276033b78.jpg,minke_whale,37c7aba965a5,995 809 2897 1145
01086bfef670be.jpg,false_killer_whale,bf2e0d964354,0 57 1024 674
0108abfde9a987.jpg,fin_whale,6c06847d81e4,1713 1294 2579 1607
01091adf08fe11.jpg,bottlenose_dolphin,15d96d5d42c2,0 586 2781 1918
010c211438b04b.jpg,gray_whale,fc0f7c162cc0,1657 912 2016 1061
010cb3070c237e.jpg,bottlenose_dolpin,c63c9eb5dde3,60 144 1350 940
010cc9eff49810.jpg,beluga,84a261c0e5cf,
010d5ad0f83ae5.jpg,fin_whale,54b4a6338123,646 792 2951 1281
010e82a9b3c737.jpg,humpback_whale,8ee65de044e7,275 838 3576 1178
010fcbf54ae273.jpg,bottlenose_dolphin,0b2973489685,1468 716 3209 1356
010feffc934b3d.jpg,beluga,afb9b3978217,334 1142 501 1238
0111bce383805b.jpg,dusky_dolphin,2f53274a5c70,0 20 344 307
0111e5b7996776.jpg,white_sided_dolphin,e6729cf51870,1372 1117 1997 1452
0112262f4d1f65.jpg,humpback_whale,2744cec60e63,76 1152 1784 1317
01124319d84eda.jpg,beluga,644db6f31843,
01127023ed6443.jpg,melon_headed_whale,0e889a43f33a,
01128c0e26a1b8.jpg,humpback_whale,4c47fe2b6931,611 821 2267 1129
01130df8d2d82b.jpg,humpback_whale,8f336ca59cfd,345 895 1551 1073
0113b8b3ee71e6.jpg,gray_whale,a8c9dfb8ac6f,
0119fc31d81817.jpg,beluga,d2b9aab4437c,
011b0bb16bb223.jpg,dusky_dolphin,9d8f826692be,0 10 147 156
011c2171176e57.jpg,humpback_whale,df109f6bede4,651 1180 2477 1628
011d24b8b00f84.jpg,bottlenose_dolphin,ca886e0b34a3,1232 575 3301 1425
011f36f5e0b772.jpg,bottlenose_dolphin,65115a5e60a4,1305 764 2499 1187
01205db44cf1e4.jpg,false_killer_whale,e53d52e33e81,
01241e2d4a6abd.jpg,bottlenose_dolphin,1191a41ee0f4,1234 810 2896 1451
01287e826d29a8.jpg,spinner_dolphin,01d321e84d27,29 16 1047 506
012b8b46cfdf1c.jpg,fin_whale,e63450af6eaf,14 25 2304 375
012c710965bd74.jpg,bottlenose_dolpin,932a85030add,68 121 1173 913
0130886c5f63bb.jpg,blue_whale,c104a602fd63,
01308e45bf22d3.jpg,kiler_whale,c2b64ccd2f88,1205 1020 2099 1653
01351200256f2c.jpg,bottlenose_dolphin,ff86c4883496,1498 1163 2264 1433
0135e7c19d415c.jpg,beluga,dfdd90ac6268,
0136f516926d6a.jpg,spotted_dolphin,8f044d8617ac,
013a9437efc47d.jpg,beluga,afb9b3978217,231 59 1305 239
013b98eeda7a81.jpg,beluga,dbc18c7c5856,
013bc2c2a594a1.jpg,beluga,e7ee6633ea69,
013cdf45f229eb.jpg,false_killer_whale,55419ffd0ad0,1440 1073 3561 1821
013cfccddd6768.jpg,gray_whale,c4deab707116,457 709 3158 1224
0141b6f29e9a00.jpg,blue_whale,b9fb92324fa1,
014214dc22a0ed.jpg,humpback_whale,5393adf1a8ac,87 536 3581 1453
01428cdcab4d66.jpg,spinner_dolphin,f5f766b3ec5a,248 214 2431 759
0143b99b22f2c1.jpg,beluga,262f464ee602,
014431c21c6a98.jpg,bottlenose_dolphin,6ea7b74e1c3d,878 829 1791 1199
014677910446f1.jpg,spinner_dolphin,be10253b0f6e,33 17 1933 639
014699bde284ee.jpg,humpback_whale,17757e0eff14,45 75 2544 716
01478f3794e3d7.jpg,bottlenose_dolpin,476a11b38d17,0 155 827 705
0147d65f4229c6.jpg,melon_headed_whale,f97c05394de7,1 139 1395 1176
01485c37a6aba7.jpg,dusky_dolphin,d1b1877caacf,0 99 966 868
0148a269e843c6.jpg,beluga,43a0437939e4,
01492ef72f6b48.jpg,bottlenose_dolphin,9e89f8e28807,1278 749 2313 1260
014a0116965ca3.jpg,blue_whale,6caa1a89ff9d,62 27 2657 385
014ba64e8ce8ec.jpg,minke_whale,37c7aba965a5,0 761 3568 1659
014c8f2bee256e.jpg,beluga,40be932489fe,
014d58ae6a59b4.jpg,melon_headed_whale,6914117ad135,0 72 615 429
014dc3fa335192.jpg,humpback_whale,4a006cafd0b8,171 836 3388 1615
014f6d1c690aff.jpg,melon_headed_whale,daee25985a26,
01504a17d6a680.jpg,killer_whale,5fcda730474e,11 116 3212 1961
0150fe50e01694.jpg,dusky_dolphin,afabaf8b7fec,0 5 936 992
0151559debca5b.jpg,humpback_whale,4f83193cc69e,220 544 1741 784
01528459216ab1.jpg,beluga,dbc18c7c5856,
0152e03282b76f.jpg,humpback_whale,400d43387c48,1594 1213 2728 1441
015526265ab976.jpg,false_killer_whale,df94ff1826b0,180 47 929 667
01558f02f65136.jpg,beluga,7ce9197f6bed,
01569010785472.jpg,humpback_whale,99b09281e3cd,328 1248 2571 1803
0156ae7b1a45dc.jpg,dusky_dolphin,ff8f752a4294,6 114 1532 1310
01593ab001b56a.jpg,bottlenose_dolphin,136b6c84830f,1 656 2056 1593
015997f3ce892c.jpg,dusky_dolphin,b7bd57892597,5 9 1266 1027
015af1c1c4ba43.jpg,blue_whale,c3287e843265,
015b9c7df6b33a.jpg,killer_whale,27f53391fdcc,622 1452 3210 2769
015e210d90a490.jpg,blue_whale,23968f704e18,3 89 2018 850
015e9cc83e2b7f.jpg,humpback_whale,35f898e6595e,1792 1465 2524 1589
015f821050cab5.jpg,bottlenose_dolphin,90e2a0133e28,861 542 3434 1537
0160e42335b69d.jpg,melon_headed_whale,0d8c98a292b6,12 92 1370 729
0161145721b62e.jpg,killer_whale,645f3f614dd0,
0161353eb58f81.jpg,spinner_dolphin,54531ab268ba,229 44 1800 1157
01614d81068ff6.jpg,short_finned_pilot_whale,4fb5ef2a9b98,
01615264fa5c3e.jpg,blue_whale,265016a18097,3065 529 3583 858
016184c3f563b9.jpg,melon_headed_whale,ec66175061f6,0 34 1004 768
01637f0b588ed8.jpg,minke_whale,37c7aba965a5,710 1268 1686 1442
0163f10010bd1b.jpg,spinner_dolphin,91fb22f2e5dc,0 188 1048 688
0164d8fd7a7cfe.jpg,minke_whale,19fbb960f07d,676 640 2517 1144
0165012ef21b28.jpg,beluga,dba4e482f0ad,
0167aca06ff1c2.jpg,bottlenose_dolphin,5bf17305f073,1061 631 2178 1466
016b90045715a8.jpg,bottlenose_dolpin,db37a7026caf,416 161 2061 1262
016d7c23878254.jpg,dusky_dolphin,16bb78a844a7,2 59 913 793
016e9030a195e6.jpg,melon_headed_whale,a977dca03f23,1246 712 2452 1254
01707fff2f49bc.jpg,humpback_whale,24d962add626,321 1205 3581 1666
0170c7b65aa8ee.jpg,false_killer_whale,2fdb3a09dc9c,1429 1119 2399 1399
01718fb61d4f79.jpg,blue_whale,99233c785f69,
017530c72fcd5b.jpg,humpback_whale,4957e2218e8e,649 791 3372 1352
017583ffadc434.jpg,bottlenose_dolphin,599bf01ce321,1047 515 3349 1323
017599446c556c.jpg,humpback_whale,6bd07da59100,567 949 1892 1433
0175da3aa1062a.jpg,beluga,7dc63cb16112,
0178b96f0f1085.jpg,false_killer_whale,9a66d006b36e,63 951 2622 1799
017b8edb24c2c6.jpg,bottlenose_dolpin,4042b1085b04,303 83 1725 1130
017ebb4d3d7dea.jpg,false_killer_whale,e33a507393ca,3 305 1380 927
018097f71fbc8f.jpg,dusky_dolphin,5f265f463a7f,
0180f16956a57a.jpg,humpback_whale,f18ff9b26d5f,53 59 3441 1206
0183c302f9110a.jpg,humpback_whale,02f5c5ee9c2a,49 37 2926 424
018490eafcf301.jpg,gray_whale,2ca0b9b39092,40 904 3595 1509
01855151670ece.jpg,dusky_dolphin,d7f6349e3c42,0 81 2156 2616
01870901b93c90.jpg,blue_whale,75514dab65c9,
018722a50f72f7.jpg,beluga,122dc7f46c24,
018758f87100cf.jpg,humpback_whale,7a4ef3059b64,639 521 2996 962
01887df096098a.jpg,beluga,982224d06f8c,19 18 272 68
0189635c8ac226.jpg,blue_whale,4e04cd0ae71c,10 43 3537 646
0189a3eec84aed.jpg,humpback_whale,18efa8d0b472,2101 1363 2420 1427
018c26d1c4ac2f.jpg,gray_whale,c9e1dd139ec6,832 1047 2978 1407
018e35c5dabb3f.jpg,beluga,c3be978db9e2,
018eb32d843bb9.jpg,spinner_dolphin,3f2bcba5d96c,
0191b5c7854c24.jpg,humpback_whale,7362d7a01d00,1014 1079 2401 1360
01924fda9cf0d1.jpg,pilot_whale,bababdd38081,0 456 3599 1877
019389fefbe6c8.jpg,bottlenose_dolphin,0611c23e6914,1172 797 2438 1421
0194a42a1edeb0.jpg,false_killer_whale,641184a532a3,0 83 3599 1496
01972fb69e6d55.jpg,beluga,4d58d970854c,
01984b7529b1b7.jpg,killer_whale,13a05168baa2,10 139 3551 2299
01996aeff0a23a.jpg,bottlenose_dolphin,46414154efbc,
0199c4cb8fd996.jpg,kiler_whale,5237b2a5ea5e,1249 1113 1548 1213
019cec049e2d63.jpg,gray_whale,fc0f7c162cc0,
019e943e277f9d.jpg,minke_whale,37c7aba965a5,1150 1062 2047 1180
019ef4edb9fc7b.jpg,humpback_whale,b27427783aaa,209 832 3513 1577
019fa1f581f819.jpg,fin_whale,a53b3aeb1e30,1016 794 1962 946
01a00da8c2d098.jpg,common_dolphin,d8903b976ed0,1229 694 2951 1357
01a22827047da8.jpg,spotted_dolphin,914c55bc799b,0 214 1337 897
01a3aeb3ceb649.jpg,gray_whale,fc0f7c162cc0,471 1080 2296 1604
01a5b3028d54a2.jpg,blue_whale,1e2e557c42fa,
01a6df4835fb09.jpg,beluga,be315fad6ef4,
01a6f267236aa7.jpg,humpback_whale,dad9b2cc8452,489 1252 2763 1832
01a8ef2a189e24.jpg,beluga,44bd3fec6ad6,695 880 1089 1065
01a9fa70e24958.jpg,dusky_dolphin,f0ed67377986,2 29 340 493
01aabe9ce0cd33.jpg,bottlenose_dolphin,57e6545ed9aa,879 843 1992 1316
01ac458d9c44d7.jpg,bottlenose_dolpin,4f1654aa65bc,157 112 1606 1023
01b371886547bd.jpg,beluga,67cb8df71255,
01b3fd19d99f67.jpg,bottlenose_dolphin,d04d847eb995,1482 947 2131 1248
01b46ee97eecf6.jpg,beluga,a9f87526d3ef,
01b61298b216d2.jpg,melon_headed_whale,88eef643fae0,351 501 3111 1626
01b9aa6b03f298.jpg,bottlenose_dolphin,951dfcc13838,1194 984 1855 1287
01ba768f21e36b.jpg,blue_whale,67efe9e3c23e,18 15 2927 395
01baf9419e6970.jpg,fin_whale,b96e23cd6850,836 915 2820 1461
01bb74f1413cda.jpg,blue_whale,17b7646c3f7b,71 9 3599 705
01bd86ac2a6702.jpg,false_killer_whale,ec2cb0e78ae0,1 129 1093 1043
01be6bc2fad6fc.jpg,common_dolphin,abbeba14a290,0 84 1146 882
01bff0f0e91901.jpg,pilot_whale,f73a3d94632c,10 39 946 276
01c0f5e467fb77.jpg,false_killer_whale,b5e1ee74f22b,
01c34ac8332138.jpg,humpback_whale,b88e5d2d2b99,1542 973 1872 1215
01c47f206d28c2.jpg,bottlenose_dolphin,b02718e45a48,778 424 2563 1224
01c5ef7978d145.jpg,humpback_whale,498dae344aa1,26 865 3244 1280
01c6c00a51271c.jpg,bottlenose_dolphin,9c4f6718a27b,356 639 2897 1517
01c76e54058656.jpg,bottlenose_dolphin,18dbd44823c7,891 497 3452 1308
01c8f700ee6013.jpg,blue_whale,563d94c3c7a5,
01cae4f5a7cb36.jpg,bottlenose_dolphin,65115a5e60a4,640 718 2589 1416
01cbdcfb6765bf.jpg,humpback_whale,5e3838a38138,
01ce63d2db2d26.jpg,dusky_dolphin,9902ba14a788,2 34 914 792
01ce8b40e2b209.jpg,killer_whale,db36d6d484dd,1 175 1803 1066
01ce92cd4a6846.jpg,blue_whale,1189aece6196,0 21 3598 765
01d05c312c7c3e.jpg,bottlenose_dolphin,77410a623426,562 698 2644 1433
01d10c56c5984b.jpg,beluga,12f2a4406d7e,
01d1958c450eca.jpg,spinner_dolphin,6784ceee7ed4,624 386 3560 1838
01d81418e2c6d7.jpg,blue_whale,cc4097eb7178,0 3 2982 327
01d93a87df9851.jpg,fin_whale,6642e34b23c8,22 32 1317 240
01d95ee1287279.jpg,fin_whale,2e73a5fa860e,1217 1102 2352 1275
01d9d4632ab259.jpg,bottlenose_dolphin,fa633c922517,
01dc3bccd7e296.jpg,beluga,a60c9f7bf902,
01dc9395572ccc.jpg,bottlenose_dolphin,16d546640ec8,2232 1333 3116 1620
01de8ec0729b75.jpg,bottlenose_dolphin,208b91b1ca2b,1660 849 2171 1231
01e1590083b363.jpg,southern_right_whale,f31981273a12,449 609 3200 1285
01e290442ac7b2.jpg,bottlenose_dolphin,c27db73f0e3b,2089 855 3501 1561
01e29b04108911.jpg,blue_whale,631b595977c7,
01e41eb457163d.jpg,sei_whale,a8faa2d22bba,266 368 2746 1423
01e45c25dfafde.jpg,false_killer_whale,f0aa1422b26f,61 95 469 202
01e775c518a824.jpg,minke_whale,19fbb960f07d,12 641 2512 1425
01ee04e69e63ec.jpg,bottlenose_dolphin,211957ad49f1,312 1022 2065 1325
01ee6a6c231fa5.jpg,bottlenose_dolphin,5bf17305f073,1452 973 2534 1322
01ee6e67b224b5.jpg,spinner_dolphin,672e438cf96d,12 16 3046 1064
01eed3668fbb1f.jpg,blue_whale,0ae361cc4535,7 34 2624 483
01ef1a84894e0e.jpg,cuviers_beaked_whale,3e8446936a41,1765 1429 2696 1725
01f01ee4ae20ec.jpg,humpback_whale,c5cf90ea328e,
01f1ccbf40feae.jpg,bottlenose_dolphin,599bf01ce321,1421 202 2658 889
01f2bafef54906.jpg,kiler_whale,4ca2d1704064,2224 1287 2664 1673
01f313b140012e.jpg,blue_whale,b2053a491f7d,
01f32ea3cf1c95.jpg,bottlenose_dolphin,0616562235a9,
01f389f8b0b4aa.jpg,beluga,212a788c210d,11 28 611 94
01f6fc3c1747e3.jpg,false_killer_whale,e8ac23241df5,6 285 1425 1391
01f84cf5697906.jpg,melon_headed_whale,4078acfbda65,31 10 821 379
01f947034a8642.jpg,melon_headed_whale,db57dc1345bf,
01fa387f09df5e.jpg,bottlenose_dolphin,645bdb190a78,0 132 1068 1123
01fa8544caa54b.jpg,blue_whale,a8e43f66639f,
01feb3f7735bfe.jpg,dusky_dolphin,5af0b277030e,2 9 191 228
0202499d0f213c.jpg,bottlenose_dolphin,281504409737,324 602 2045 1110
0204e67d399a45.jpg,humpback_whale,115f10a31fee,769 1484 2394 1861
0209e6dd020a3a.jpg,dusky_dolphin,b0545a2ab6fa,0 23 505 627
020b7862ab7b77.jpg,humpback_whale,b3cb50b4eeb5,971 668 1361 740
020d0d35038cae.jpg,blue_whale,7581b3eede2e,
020d398390a6c8.jpg,beluga,8deb2171580e,
020d965964c781.jpg,blue_whale,a2c26728d401,0 34 3504 731
